时间,开盘价,最高价,最低价,收盘价,成交量,布林上轨1h,布林中轨1h,布林下轨1h,4小时起始时间,4小时收盘价,布林上轨4h,布林中轨4h,布林下轨4h,布林宽度4h,宽度达标4h,上穿上轨4h,跌破下轨4h,Armed当根4h,Armed持续4h,结构高,结构低,结构类型,HLH信号,入场评估,入场信号
2024-10-10 11:00:00+00:00,2397.21,2408.12,2395.05,2406.56,7394.9073,2414.107399556749,2394.589166666666,2375.070933776584,2024-10-10 08:00:00+00:00,2406.56,2411.9430813877766,2399.22,2386.496918612223,0.0106060147779501,False,False,False,False,False,2408.12,2395.05,1,False,False,
2024-10-10 12:00:00+00:00,2406.56,2408.93,2379.01,2388.01,14749.2381,2413.123382215824,2394.083076923077,2375.0427716303298,2024-10-10 08:00:00+00:00,2406.56,2411.9430813877766,2399.22,2386.496918612223,0.0106060147779501,False,False,False,False,False,2408.12,2395.05,1,False,False,
2024-10-10 13:00:00+00:00,2388.01,2396.96,2373.0,2382.81,10919.6712,2412.538056324783,2393.277857142857,2374.017657960931,2024-10-10 08:00:00+00:00,2406.56,2411.9430813877766,2399.22,2386.496918612223,0.0106060147779501,False,False,False,False,False,2396.96,2373.0,-1,False,False,
2024-10-10 14:00:00+00:00,2382.81,2388.4,2370.0,2381.82,12331.9728,2411.993916104249,2392.514,2373.034083895752,2024-10-10 08:00:00+00:00,2406.56,2411.9430813877766,2399.22,2386.496918612223,0.0106060147779501,False,False,False,False,False,2388.4,2370.0,-1,False,False,
2024-10-10 15:00:00+00:00,2381.82,2405.56,2376.7,2404.63,12310.9574,2413.041649254104,2393.27125,2373.5008507458965,2024-10-10 12:00:00+00:00,2404.63,2412.2851413189624,2400.5725,2388.859858681038,0.00975820669358,False,False,False,False,False,2405.56,2376.7,1,False,False,
2024-10-10 16:00:00+00:00,2404.62,2421.36,2389.99,2392.71,23706.7317,2412.3827779046032,2393.2382352941177,2374.093692683632,2024-10-10 12:00:00+00:00,2404.63,2412.2851413189624,2400.5725,2388.859858681038,0.00975820669358,False,False,False,False,False,2421.36,2389.99,1,False,False,
2024-10-10 17:00:00+00:00,2392.71,2398.0,2364.05,2373.17,21563.9074,2412.966806003241,2392.123333333333,2371.279860663426,2024-10-10 12:00:00+00:00,2404.63,2412.2851413189624,2400.5725,2388.859858681038,0.00975820669358,False,False,False,False,False,2398.0,2364.05,-1,False,False,
2024-10-10 18:00:00+00:00,2373.17,2374.1,2330.66,2357.73,40312.8601,2415.9908932159847,2390.313157894737,2364.635422573489,2024-10-10 12:00:00+00:00,2404.63,2412.2851413189624,2400.5725,2388.859858681038,0.00975820669358,False,False,False,False,False,2374.1,2330.66,-1,False,False,
2024-10-10 19:00:00+00:00,2357.73,2370.21,2350.81,2367.13,7726.3768,2416.212001170974,2389.154,2362.095998829026,2024-10-10 16:00:00+00:00,2367.13,2425.4689666772024,2393.884,2362.2990333227976,0.0263880511145923,False,False,False,False,False,2370.21,2350.81,1,False,False,
2024-10-10 20:00:00+00:00,2367.13,2377.9,2357.07,2369.29,8800.2896,2416.70997255147,2388.8255,2360.94102744853,2024-10-10 16:00:00+00:00,2367.13,2425.4689666772024,2393.884,2362.2990333227976,0.0263880511145923,False,False,False,False,False,2377.9,2357.07,1,False,False,
2024-10-10 21:00:00+00:00,2369.28,2387.09,2362.01,2387.08,6020.1382,2416.455243538648,2388.5945,2360.733756461352,2024-10-10 16:00:00+00:00,2367.13,2425.4689666772024,2393.884,2362.2990333227976,0.0263880511145923,False,False,False,False,False,2387.09,2362.01,1,False,False,
2024-10-10 22:00:00+00:00,2387.08,2387.08,2371.6,2377.96,5745.9422,2415.878037440545,2387.771,2359.663962559455,2024-10-10 16:00:00+00:00,2367.13,2425.4689666772024,2393.884,2362.2990333227976,0.0263880511145923,False,False,False,False,False,2387.09,2362.01,1,False,False,
2024-10-10 23:00:00+00:00,2377.96,2386.5,2377.96,2386.49,2980.9776,2415.2159827162054,2387.3305,2359.445017283794,2024-10-10 20:00:00+00:00,2386.49,2421.539996259543,2392.651666666666,2363.7633370737904,0.0241475430756054,False,False,False,False,False,2386.5,2377.96,1,False,False,
2024-10-11 00:00:00+00:00,2386.49,2390.82,2382.0,2386.32,5004.8474,2414.570776242114,2386.9065,2359.242223757886,2024-10-10 20:00:00+00:00,2386.49,2421.539996259543,2392.651666666666,2363.7633370737904,0.0241475430756054,False,False,False,False,False,2390.82,2382.0,1,False,False,
2024-10-11 01:00:00+00:00,2386.31,2415.4,2381.86,2406.9,10709.3364,2414.8299800500126,2386.9725000000003,2359.115019949988,2024-10-10 20:00:00+00:00,2386.49,2421.539996259543,2392.651666666666,2363.7633370737904,0.0241475430756054,False,False,False,False,False,2390.82,2382.0,1,False,False,
2024-10-11 02:00:00+00:00,2406.91,2410.7,2394.77,2400.12,8111.2762,2413.220618004052,2386.541,2359.8613819959487,2024-10-10 20:00:00+00:00,2386.49,2421.539996259543,2392.651666666666,2363.7633370737904,0.0241475430756054,False,False,False,False,False,2410.7,2394.77,1,False,False,
2024-10-11 03:00:00+00:00,2400.11,2416.94,2400.11,2411.1,6464.3709,2415.911374835399,2387.306,2358.700625164601,2024-10-11 00:00:00+00:00,2411.1,2425.118785373741,2395.287142857143,2365.455500340545,0.0249086149070331,False,False,False,False,False,2416.94,2400.11,1,False,False,
2024-10-11 04:00:00+00:00,2411.18,2416.02,2405.27,2409.14,4703.4929,2418.7454164248134,2388.6635,2358.581583575187,2024-10-11 00:00:00+00:00,2411.1,2425.118785373741,2395.287142857143,2365.455500340545,0.0249086149070331,False,False,False,False,False,2416.94,2400.11,1,False,False,
2024-10-11 05:00:00+00:00,2409.13,2413.6,2403.36,2406.26,5046.094,2420.6980172209337,2389.622,2358.545982779066,2024-10-11 00:00:00+00:00,2411.1,2425.118785373741,2395.287142857143,2365.455500340545,0.0249086149070331,False,False,False,False,False,2416.94,2400.11,1,False,False,
2024-10-11 06:00:00+00:00,2406.26,2418.55,2404.8,2411.4,6747.4451,2422.755663358114,2390.3315,2357.9073366418856,2024-10-11 00:00:00+00:00,2411.1,2425.118785373741,2395.287142857143,2365.455500340545,0.0249086149070331,False,False,False,False,False,2418.55,2404.8,1,False,False,
2024-10-11 07:00:00+00:00,2411.39,2415.5,2405.14,2407.64,8318.702,2422.926848255961,2390.3855,2357.8441517440383,2024-10-11 04:00:00+00:00,2407.64,2425.798317877653,2396.83125,2367.864182122347,0.0241711366852825,False,False,False,False,False,2415.5,2405.14,1,False,False,
2024-10-11 08:00:00+00:00,2407.64,2409.87,2403.0,2403.1,4516.1274,2424.1458750751085,2391.14,2358.1341249248912,2024-10-11 04:00:00+00:00,2407.64,2425.798317877653,2396.83125,2367.864182122347,0.0241711366852825,False,False,False,False,False,2409.87,2403.0,-1,False,False,
2024-10-11 09:00:00+00:00,2403.1,2418.87,2402.65,2414.8,10415.7463,2427.11767757945,2392.7395,2358.36132242055,2024-10-11 04:00:00+00:00,2407.64,2425.798317877653,2396.83125,2367.864182122347,0.0241711366852825,False,False,False,False,False,2409.87,2403.0,-1,False,False,
2024-10-11 10:00:00+00:00,2414.8,2426.22,2411.09,2414.71,9016.5975,2429.6967693618044,2394.384,2359.071230638196,2024-10-11 04:00:00+00:00,2407.64,2425.798317877653,2396.83125,2367.864182122347,0.0241711366852825,False,False,False,False,False,2426.22,2411.09,1,False,False,
2024-10-11 11:00:00+00:00,2414.72,2421.84,2412.0,2417.82,5129.3529,2431.631612118844,2395.0435,2358.455387881156,2024-10-11 08:00:00+00:00,2417.82,2429.65914780024,2399.1633333333334,2368.6675188664267,0.0254220411284267,False,False,False,False,False,2421.84,2412.0,1,False,False,
2024-10-11 12:00:00+00:00,2417.83,2428.41,2414.51,2425.3,10359.4567,2435.648518415917,2396.673,2357.6974815840827,2024-10-11 08:00:00+00:00,2417.82,2429.65914780024,2399.1633333333334,2368.6675188664267,0.0254220411284267,False,False,False,False,False,2428.41,2414.51,1,False,False,
2024-10-11 13:00:00+00:00,2425.31,2438.6,2416.54,2431.31,15502.9439,2439.8266087489305,2399.58,2359.3333912510693,2024-10-11 08:00:00+00:00,2417.82,2429.65914780024,2399.1633333333334,2368.6675188664267,0.0254220411284267,False,False,False,False,False,2438.6,2416.54,1,False,False,
2024-10-11 14:00:00+00:00,2431.31,2439.71,2425.78,2432.5,26006.2319,2441.006349375181,2403.3185,2365.630650624819,2024-10-11 08:00:00+00:00,2417.82,2429.65914780024,2399.1633333333334,2368.6675188664267,0.0254220411284267,False,False,False,False,False,2439.71,2425.78,1,False,False,
2024-10-11 15:00:00+00:00,2432.51,2453.84,2432.18,2443.81,18919.0678,2444.9406612622124,2407.1525,2369.364338737788,2024-10-11 12:00:00+00:00,2443.81,2443.926782777316,2403.628,2363.3292172226834,0.0335316303332431,False,False,False,False,False,2453.84,2432.18,1,False,False,
2024-10-11 16:00:00+00:00,2443.8,2449.48,2435.12,2438.38,12935.3975,2446.400724295572,2410.607,2374.813275704428,2024-10-11 12:00:00+00:00,2443.81,2443.926782777316,2403.628,2363.3292172226834,0.0335316303332431,False,False,False,False,False,2453.84,2432.18,1,False,False,
2024-10-11 17:00:00+00:00,2438.39,2452.96,2433.46,2450.04,10532.7143,2451.83773403498,2413.755,2375.672265965021,2024-10-11 12:00:00+00:00,2443.81,2443.926782777316,2403.628,2363.3292172226834,0.0335316303332431,False,False,False,False,False,2453.84,2432.18,1,False,False,
2024-10-11 18:00:00+00:00,2450.04,2450.5,2439.75,2446.01,8857.0546,2453.911196197941,2417.1575,2380.4038038020585,2024-10-11 12:00:00+00:00,2443.81,2443.926782777316,2403.628,2363.3292172226834,0.0335316303332431,False,False,False,False,False,2453.84,2432.18,1,False,False,
2024-10-11 19:00:00+00:00,2446.0,2471.45,2444.93,2459.6,21930.7762,2459.229221957315,2420.813,2382.396778042685,2024-10-11 16:00:00+00:00,2459.6,2459.7145622498265,2408.716363636364,2357.7181650229013,0.0423447105548552,False,False,False,False,False,2471.45,2444.93,1,False,False,
2024-10-11 20:00:00+00:00,2459.59,2462.31,2452.43,2457.14,5705.8859,2462.437534997355,2424.3540000000003,2386.2704650026453,2024-10-11 16:00:00+00:00,2459.6,2459.7145622498265,2408.716363636364,2357.7181650229013,0.0423447105548552,False,False,False,False,False,2471.45,2444.93,1,False,False,
2024-10-11 21:00:00+00:00,2457.14,2461.3,2450.02,2450.02,6123.2777,2465.308600083264,2426.51,2387.711399916736,2024-10-11 16:00:00+00:00,2459.6,2459.7145622498265,2408.716363636364,2357.7181650229013,0.0423447105548552,False,False,False,False,False,2471.45,2444.93,1,False,False,
2024-10-11 22:00:00+00:00,2450.02,2452.58,2437.57,2439.38,9806.2044,2465.585805053612,2428.4730000000004,2391.360194946389,2024-10-11 16:00:00+00:00,2459.6,2459.7145622498265,2408.716363636364,2357.7181650229013,0.0423447105548552,False,False,False,False,False,2452.58,2437.57,-1,False,False,
2024-10-11 23:00:00+00:00,2439.38,2444.99,2434.22,2439.5,4578.8198,2466.3748830885165,2429.893,2393.4111169114835,2024-10-11 20:00:00+00:00,2439.5,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128,False,False,False,False,False,2444.99,2434.22,1,False,False,
2024-10-12 00:00:00+00:00,2439.49,2448.35,2436.2,2444.31,7441.2573,2467.302508563278,2431.6515,2396.000491436722,2024-10-11 20:00:00+00:00,2439.5,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128,False,False,False,False,False,2448.35,2436.2,1,False,False,
2024-10-12 01:00:00+00:00,2444.3,2451.37,2442.0,2444.31,9969.261,2467.520989176025,2433.554,2399.587010823975,2024-10-11 20:00:00+00:00,2439.5,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128,False,False,False,False,False,2451.37,2442.0,1,False,False,
2024-10-12 02:00:00+00:00,2444.3,2444.79,2435.49,2436.67,4908.8693,2467.155594775113,2434.8175,2402.479405224887,2024-10-11 20:00:00+00:00,2439.5,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128,False,False,False,False,False,2444.79,2435.49,-1,False,False,
2024-10-12 03:00:00+00:00,2436.66,2441.02,2434.35,2439.04,3261.9983,2466.1134014293834,2436.3875,2406.661598570616,2024-10-12 00:00:00+00:00,2439.04,2465.320543621553,2413.416923076923,2361.5133025322925,0.0430125603647937,False,False,False,False,False,2441.02,2434.35,1,False,False,
2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2445.95,5693.9389,2464.0305320893917,2438.53,2413.029467910609,2024-10-12 00:00:00+00:00,2439.04,2465.320543621553,2413.416923076923,2361.5133025322925,0.0430125603647937,False,False,False,False,False,2451.77,2439.05,1,False,False,
2024-10-12 05:00:00+00:00,2445.94,2448.21,2442.46,2447.41,4904.2448,2463.3366551463646,2440.1605,2416.984344853636,2024-10-12 00:00:00+00:00,2439.04,2465.320543621553,2413.416923076923,2361.5133025322925,0.0430125603647937,False,False,False,False,False,2451.77,2439.05,1,False,False,
2024-10-12 06:00:00+00:00,2447.41,2448.98,2445.42,2446.5,3433.0226,2461.714802712984,2441.75,2421.785197287016,2024-10-12 00:00:00+00:00,2439.04,2465.320543621553,2413.416923076923,2361.5133025322925,0.0430125603647937,False,False,False,False,False,2451.77,2439.05,1,False,False,
2024-10-12 07:00:00+00:00,2446.5,2447.22,2442.72,2446.69,5076.2606,2459.7585440767025,2443.1935000000003,2426.628455923298,2024-10-12 04:00:00+00:00,2446.69,2468.737596213617,2415.793571428572,2362.8495466435256,0.0438315801575193,False,False,False,False,False,2447.22,2442.72,1,False,False,
2024-10-12 08:00:00+00:00,2446.68,2447.0,2442.61,2445.8,3169.4445,2458.5014103255726,2444.2185,2429.935589674428,2024-10-12 04:00:00+00:00,2446.69,2468.737596213617,2415.793571428572,2362.8495466435256,0.0438315801575193,False,False,False,False,False,2447.0,2442.61,-1,False,False,
2024-10-12 09:00:00+00:00,2445.8,2447.03,2443.45,2445.39,3112.5053,2457.8501364510475,2444.9225,2431.9948635489527,2024-10-12 04:00:00+00:00,2446.69,2468.737596213617,2415.793571428572,2362.8495466435256,0.0438315801575193,False,False,False,False,False,2447.03,2443.45,1,True,False,
2024-10-12 10:00:00+00:00,2445.38,2457.5,2443.6,2455.5,8117.396,2458.426514689456,2446.0725,2433.718485310545,2024-10-12 04:00:00+00:00,2446.69,2468.737596213617,2415.793571428572,2362.8495466435256,0.0438315801575193,False,False,False,False,False,2457.5,2443.6,1,False,False,
2024-10-12 11:00:00+00:00,2455.5,2467.51,2450.97,2452.5,7959.893,2459.134213886136,2446.507,2433.879786113864,2024-10-12 08:00:00+00:00,2452.5,2472.666276429858,2418.2406666666666,2363.815056903475,0.0450125667915529,False,False,False,False,False,2467.51,2450.97,1,False,False,
2024-10-12 12:00:00+00:00,2452.5,2459.74,2448.8,2458.01,5308.2376,2460.501651687505,2447.4885,2434.475348312495,2024-10-12 08:00:00+00:00,2452.5,2472.666276429858,2418.2406666666666,2363.815056903475,0.0450125667915529,False,False,False,False,False,2459.74,2448.8,-1,False,False,
2024-10-12 13:00:00+00:00,2458.01,2462.31,2455.9,2461.72,4479.0409,2462.535369883361,2448.0725,2433.609630116638,2024-10-12 08:00:00+00:00,2452.5,2472.666276429858,2418.2406666666666,2363.815056903475,0.0450125667915529,False,False,False,False,False,2462.31,2455.9,1,True,False,
2024-10-12 14:00:00+00:00,2461.72,2479.33,2458.0,2471.43,11942.2849,2467.129298326337,2449.3435,2431.5577016736625,2024-10-12 08:00:00+00:00,2452.5,2472.666276429858,2418.2406666666666,2363.815056903475,0.0450125667915529,False,False,False,False,False,2479.33,2458.0,1,False,False,
2024-10-12 15:00:00+00:00,2471.43,2484.0,2466.0,2473.11,16430.3085,2470.29662147372,2450.019,2429.74137852628,2024-10-12 12:00:00+00:00,2473.11,2480.977094572797,2421.67,2362.3629054272037,0.0489803272723342,False,False,False,False,False,2484.0,2466.0,1,False,False,
2024-10-12 16:00:00+00:00,2473.1,2486.75,2469.5,2469.73,9283.1306,2472.5718288626736,2450.6485,2428.725171137327,2024-10-12 12:00:00+00:00,2473.11,2480.977094572797,2421.67,2362.3629054272037,0.0489803272723342,False,False,False,False,False,2486.75,2469.5,1,False,False,
2024-10-12 17:00:00+00:00,2469.73,2481.12,2468.51,2475.9,4587.8974,2476.5948541098564,2451.9425,2427.290145890144,2024-10-12 12:00:00+00:00,2473.11,2480.977094572797,2421.67,2362.3629054272037,0.0489803272723342,False,False,False,False,False,2481.12,2468.51,-1,False,False,
2024-10-12 18:00:00+00:00,2475.9,2482.0,2467.65,2469.72,4467.7009,2478.586359166613,2453.4595,2428.332640833387,2024-10-12 12:00:00+00:00,2473.11,2480.977094572797,2421.67,2362.3629054272037,0.0489803272723342,False,False,False,False,False,2481.12,2468.51,-1,False,False,
2024-10-12 19:00:00+00:00,2469.72,2474.12,2466.66,2472.6,3530.2124,2480.725624618227,2455.1145,2429.5033753817725,2024-10-12 16:00:00+00:00,2472.6,2487.1784363156544,2424.665882352941,2362.153328390228,0.0515638500279057,False,False,False,False,False,2474.12,2466.66,1,False,False,
2024-10-12 20:00:00+00:00,2472.6,2473.3,2469.1,2470.5,2200.4162,2482.384888315023,2456.424,2430.463111684977,2024-10-12 16:00:00+00:00,2472.6,2487.1784363156544,2424.665882352941,2362.153328390228,0.0515638500279057,False,False,False,False,False,2474.12,2466.66,1,False,False,
2024-10-12 21:00:00+00:00,2470.51,2480.53,2470.35,2479.87,2992.6968,2485.5056990746257,2458.202,2430.8983009253748,2024-10-12 16:00:00+00:00,2472.6,2487.1784363156544,2424.665882352941,2362.153328390228,0.0515638500279057,False,False,False,False,False,2480.53,2470.35,1,False,False,
2024-10-12 22:00:00+00:00,2479.87,2490.51,2475.9,2487.32,4319.8233,2489.007778047986,2460.7345,2432.461221952014,2024-10-12 16:00:00+00:00,2472.6,2487.1784363156544,2424.665882352941,2362.153328390228,0.0515638500279057,False,False,False,False,False,2490.51,2475.9,1,False,False,
2024-10-12 23:00:00+00:00,2487.31,2488.46,2476.4,2476.4,3047.6651,2489.755147539804,2462.6025,2435.449852460196,2024-10-12 20:00:00+00:00,2476.4,2492.905950121559,2427.54,2362.174049878441,0.0538536544168655,False,False,False,False,False,2488.46,2476.4,1,False,False,
2024-10-13 00:00:00+00:00,2476.4,2484.92,2475.1,2476.83,4913.3139,2490.8197748369234,2464.1465,2437.473225163076,2024-10-12 20:00:00+00:00,2476.4,2492.905950121559,2427.54,2362.174049878441,0.0538536544168655,False,False,False,False,False,2484.92,2475.1,-1,False,False,
2024-10-13 01:00:00+00:00,2476.83,2476.83,2462.35,2467.39,6896.0602,2490.650512489803,2465.1455,2439.640487510197,2024-10-12 20:00:00+00:00,2476.4,2492.905950121559,2427.54,2362.174049878441,0.0538536544168655,False,False,False,False,False,2476.83,2462.35,-1,False,False,
2024-10-13 02:00:00+00:00,2467.39,2470.36,2464.8,2469.67,4109.2358,2490.3034556078555,2466.304,2442.3045443921446,2024-10-12 20:00:00+00:00,2476.4,2492.905950121559,2427.54,2362.174049878441,0.0538536544168655,False,False,False,False,False,2476.83,2462.35,-1,False,False,
2024-10-13 03:00:00+00:00,2469.67,2470.21,2452.55,2457.86,6305.8224,2489.4164333715,2466.8625,2444.308566628501,2024-10-13 00:00:00+00:00,2457.86,2494.1655684012526,2429.1357894736843,2364.106010546116,0.0535414934063098,False,False,False,False,False,2470.21,2452.55,1,False,False,
2024-10-13 04:00:00+00:00,2457.86,2464.2,2457.32,2463.53,2760.1454,2488.1036895152656,2467.749,2447.394310484734,2024-10-13 00:00:00+00:00,2457.86,2494.1655684012526,2429.1357894736843,2364.106010546116,0.0535414934063098,False,False,False,False,False,2470.21,2452.55,1,False,False,
2024-10-13 05:00:00+00:00,2463.53,2468.94,2462.59,2463.59,3028.7325,2486.2436762237594,2468.659,2451.074323776241,2024-10-13 00:00:00+00:00,2457.86,2494.1655684012526,2429.1357894736843,2364.106010546116,0.0535414934063098,False,False,False,False,False,2470.21,2452.55,1,False,False,
2024-10-13 06:00:00+00:00,2463.6,2469.84,2463.42,2464.97,3550.1945,2485.706191104935,2469.1325,2452.5588088950644,2024-10-13 00:00:00+00:00,2457.86,2494.1655684012526,2429.1357894736843,2364.106010546116,0.0535414934063098,False,False,False,False,False,2470.21,2452.55,1,False,False,
2024-10-13 07:00:00+00:00,2464.97,2467.01,2459.87,2465.0,2490.2372,2484.535786881692,2469.7575,2454.979213118308,2024-10-13 04:00:00+00:00,2465.0,2496.224851693818,2430.929,2365.633148306182,0.0537209039785348,False,False,False,False,False,2467.01,2459.87,1,False,False,
2024-10-13 08:00:00+00:00,2465.0,2471.74,2461.0,2463.13,4034.1018,2484.095953845672,2470.0135,2455.931046154328,2024-10-13 04:00:00+00:00,2465.0,2496.224851693818,2430.929,2365.633148306182,0.0537209039785348,False,False,False,False,False,2471.74,2461.0,1,False,False,
2024-10-13 09:00:00+00:00,2463.13,2468.27,2462.52,2467.6,2422.8985,2483.897843127216,2470.3075,2456.717156872784,2024-10-13 04:00:00+00:00,2465.0,2496.224851693818,2430.929,2365.633148306182,0.0537209039785348,False,False,False,False,False,2471.74,2461.0,1,False,False,
2024-10-13 10:00:00+00:00,2467.59,2470.98,2462.49,2462.8,2800.4313,2483.858631933552,2469.876,2455.893368066449,2024-10-13 04:00:00+00:00,2465.0,2496.224851693818,2430.929,2365.633148306182,0.0537209039785348,False,False,False,False,False,2471.74,2461.0,1,False,False,
2024-10-13 11:00:00+00:00,2462.8,2466.39,2457.52,2458.27,4028.7873,2483.944527408062,2469.134,2454.3234725919374,2024-10-13 08:00:00+00:00,2458.27,2498.20188205304,2434.0775,2369.95311794696,0.0526888581427993,False,False,False,False,False,2466.39,2457.52,1,False,False,
2024-10-13 12:00:00+00:00,2458.27,2467.49,2458.06,2465.32,3461.3395,2483.8176827756583,2468.9135,2454.009317224341,2024-10-13 08:00:00+00:00,2458.27,2498.20188205304,2434.0775,2369.95311794696,0.0526888581427993,False,False,False,False,False,2467.49,2458.06,1,False,False,
2024-10-13 13:00:00+00:00,2465.32,2470.49,2462.69,2464.46,3443.5011,2482.992660938364,2468.3415,2453.690339061636,2024-10-13 08:00:00+00:00,2458.27,2498.20188205304,2434.0775,2369.95311794696,0.0526888581427993,False,False,False,False,False,2470.49,2462.69,1,False,False,
2024-10-13 14:00:00+00:00,2464.45,2464.45,2444.8,2447.06,8824.2891,2484.649810036497,2467.2085,2449.767189963502,2024-10-13 08:00:00+00:00,2458.27,2498.20188205304,2434.0775,2369.95311794696,0.0526888581427993,False,False,False,False,False,2464.45,2444.8,-1,False,False,
2024-10-13 15:00:00+00:00,2447.05,2452.2,2436.4,2440.51,9574.5665,2486.515844440282,2465.6040000000003,2444.6921555597187,2024-10-13 12:00:00+00:00,2440.51,2497.885308574211,2436.313,2374.740691425789,0.0505454829278595,False,False,False,False,False,2452.2,2436.4,1,False,False,
2024-10-13 16:00:00+00:00,2440.51,2459.41,2437.92,2455.24,7986.982,2486.1111826384617,2464.8410000000003,2443.570817361539,2024-10-13 12:00:00+00:00,2440.51,2497.885308574211,2436.313,2374.740691425789,0.0505454829278595,False,False,False,False,False,2459.41,2437.92,1,False,False,
2024-10-13 17:00:00+00:00,2455.24,2462.31,2440.7,2446.3,7920.5488,2484.73513751778,2463.1625,2441.58986248222,2024-10-13 12:00:00+00:00,2440.51,2497.885308574211,2436.313,2374.740691425789,0.0505454829278595,False,False,False,False,False,2462.31,2440.7,1,False,False,
2024-10-13 18:00:00+00:00,2446.3,2453.9,2440.0,2444.5,4293.5759,2480.9348663389005,2461.0215,2441.108133661099,2024-10-13 12:00:00+00:00,2440.51,2497.885308574211,2436.313,2374.740691425789,0.0505454829278595,False,False,False,False,False,2453.9,2440.0,-1,False,False,
2024-10-13 19:00:00+00:00,2444.5,2458.8,2444.5,2458.09,4062.3152,2478.681070333505,2460.106,2441.5309296664955,2024-10-13 16:00:00+00:00,2458.09,2499.5250606884274,2438.8895,2378.253939311572,0.0497239097453391,False,False,False,False,False,2458.8,2444.5,1,False,False,
2024-10-13 20:00:00+00:00,2458.09,2460.79,2452.87,2460.71,4273.5468,2476.1372256747063,2459.3,2442.462774325294,2024-10-13 16:00:00+00:00,2458.09,2499.5250606884274,2438.8895,2378.253939311572,0.0497239097453391,False,False,False,False,False,2460.79,2452.87,1,False,False,
2024-10-13 21:00:00+00:00,2460.72,2469.59,2457.6,2465.01,5434.5138,2475.8098308922195,2459.181,2442.55216910778,2024-10-13 16:00:00+00:00,2458.09,2499.5250606884274,2438.8895,2378.253939311572,0.0497239097453391,False,False,False,False,False,2469.59,2457.6,1,False,False,
